year	month	day	hour	min	secound	N	S	Avg	20nhzfilt:	Nf	Sf	Avgf
1976	5	31	21	7	13	89	-126	108	filt:	111	-92	101
1976	6	10	21	7	13	99	-121	110	filt:	109	-92	101
1976	6	20	21	7	13	107	-114	111	filt:	108	-93	100
1976	6	30	21	7	13	117	-107	112	filt:	106	-93	100
1976	7	10	21	7	13	119	-99	109	filt:	105	-93	99
1976	7	20	21	7	13	128	-97	112	filt:	104	-94	99
1976	7	30	21	7	13	135	-94	114	filt:	103	-94	99
1976	8	9	21	7	13	139	-81	110	filt:	102	-95	98
1976	8	19	21	7	13	118	-80	99	filt:	100	-95	98
1976	8	29	21	7	13	117	-66	92	filt:	99	-95	97
1976	9	8	21	7	13	121	-62	91	filt:	98	-96	97
1976	9	18	21	7	13	132	-56	94	filt:	97	-96	97
1976	9	28	21	7	13	129	-62	96	filt:	97	-96	96
1976	10	8	21	7	13	122	-67	95	filt:	96	-97	96
1976	10	18	21	7	13	113	-69	91	filt:	95	-97	96
1976	10	28	21	7	13	103	-82	93	filt:	94	-97	96
1976	11	7	21	7	13	95	-88	91	filt:	93	-98	95
1976	11	17	21	7	13	88	-95	92	filt:	93	-98	95
1976	11	27	21	7	13	86	-107	97	filt:	92	-98	95
1976	12	7	21	7	13	89	-107	98	filt:	91	-98	95
1976	12	17	21	7	13	86	-110	98	filt:	91	-98	95
1976	12	27	21	7	13	75	-111	93	filt:	90	-99	94
1977	1	6	21	7	13	58	-112	85	filt:	90	-99	94
1977	1	16	21	7	13	52	-97	75	filt:	89	-99	94
1977	1	26	21	7	13	44	-81	62	filt:	89	-99	94
1977	2	5	21	7	13	52	-104	78	filt:	89	-100	94
1977	2	15	21	7	13	55	-112	83	filt:	88	-100	94
1977	2	25	21	7	13	58	-127	92	filt:	88	-100	94
1977	3	7	21	7	13	53	-139	96	filt:	88	-100	94
1977	3	17	21	7	13	62	-134	98	filt:	87	-101	94
1977	3	27	21	7	13	56	-135	95	filt:	87	-101	94
1977	4	6	21	7	13	61	-132	96	filt:	87	-101	94
1977	4	16	21	7	13	60	-136	98	filt:	87	-102	94
1977	4	26	21	7	13	69	-124	96	filt:	87	-102	94
1977	5	6	21	7	13	76	-115	96	filt:	86	-103	95
1977	5	16	21	7	13	84	-119	102	filt:	86	-103	95
1977	5	26	21	7	13	93	-123	108	filt:	86	-104	95
1977	6	5	21	7	13	98	-116	107	filt:	86	-104	95
1977	6	15	21	7	13	96	-109	102	filt:	86	-105	95
1977	6	25	21	7	13	104	-103	104	filt:	86	-106	96
1977	7	5	21	7	13	110	-91	100	filt:	86	-106	96
1977	7	15	21	7	13	113	-89	101	filt:	86	-107	96
1977	7	25	21	7	13	112	-84	98	filt:	86	-107	97
1977	8	4	21	7	13	113	-82	97	filt:	86	-108	97
1977	8	14	21	7	13	115	-66	91	filt:	86	-109	97
1977	8	24	21	7	13	107	-67	87	filt:	86	-109	98
1977	9	3	21	7	13	110	-67	88	filt:	86	-110	98
1977	9	13	21	7	13	109	-71	90	filt:	87	-110	98
1977	9	23	21	7	13	114	-76	95	filt:	87	-111	99
1977	10	3	21	7	13	113	-71	92	filt:	87	-111	99
1977	10	13	21	7	13	117	-68	93	filt:	87	-111	99
1977	10	23	21	7	13	115	-72	94	filt:	87	-112	99
1977	11	2	21	7	13	108	-82	95	filt:	88	-112	100
1977	11	12	21	7	13	106	-92	99	filt:	88	-112	100
1977	11	22	21	7	13	106	-95	100	filt:	88	-112	100
1977	12	2	21	7	13	104	-103	103	filt:	88	-112	100
1977	12	12	21	7	13	90	-109	99	filt:	89	-112	100
1977	12	22	21	7	13	80	-118	98	filt:	89	-111	100
1978	1	1	21	7	13	56	-129	93	filt:	89	-111	100
1978	1	11	21	7	13	49	-137	93	filt:	89	-111	100
1978	1	21	21	7	13	52	-144	98	filt:	89	-110	100
1978	1	31	21	7	13	52	-146	99	filt:	89	-110	100
1978	2	10	21	7	13	56	-152	104	filt:	89	-109	99
1978	2	20	21	7	13	48	-152	100	filt:	89	-108	99
1978	3	2	21	7	13	50	-158	104	filt:	89	-107	98
1978	3	12	21	7	13	49	-157	103	filt:	89	-107	98
1978	3	22	21	7	13	54	-157	105	filt:	89	-106	97
1978	4	1	21	7	13	55	-149	102	filt:	88	-105	97
1978	4	11	21	7	13	50	-151	101	filt:	88	-104	96
1978	4	21	21	7	13	58	-133	95	filt:	88	-102	95
1978	5	1	21	7	13	66	-125	96	filt:	87	-101	94
1978	5	11	21	7	13	70	-117	94	filt:	86	-100	93
1978	5	21	21	7	13	74	-116	95	filt:	86	-99	92
1978	5	31	21	7	13	86	-112	99	filt:	85	-98	91
1978	6	10	21	7	13	93	-100	96	filt:	84	-96	90
1978	6	20	21	7	13	99	-93	96	filt:	84	-95	89
1978	6	30	21	7	13	104	-70	87	filt:	83	-94	88
1978	7	10	21	7	13	115	-71	93	filt:	82	-92	87
1978	7	20	21	7	13	114	-58	86	filt:	81	-91	86
1978	7	30	21	7	13	109	-46	78	filt:	80	-89	85
1978	8	9	21	7	13	114	-42	78	filt:	79	-88	83
1978	8	19	21	7	13	118	-47	82	filt:	78	-86	82
1978	8	29	21	7	13	117	-42	80	filt:	77	-85	81
1978	9	8	21	7	13	113	-36	74	filt:	76	-84	80
1978	9	18	21	7	13	117	-34	76	filt:	75	-82	78
1978	9	28	21	7	13	113	-38	76	filt:	74	-81	77
1978	10	8	21	7	13	105	-32	69	filt:	73	-79	76
1978	10	18	21	7	13	107	-31	69	filt:	72	-78	75
1978	10	28	21	7	13	106	-44	75	filt:	70	-76	73
1978	11	7	21	7	13	107	-46	77	filt:	69	-75	72
1978	11	17	21	7	13	84	-49	67	filt:	68	-73	71
1978	11	27	21	7	13	72	-49	61	filt:	67	-72	69
1978	12	7	21	7	13	65	-64	64	filt:	66	-70	68
1978	12	17	21	7	13	52	-73	62	filt:	65	-69	67
1978	12	27	21	7	13	46	-74	60	filt:	64	-68	66
1979	1	6	21	7	13	42	-95	69	filt:	63	-66	64
1979	1	16	21	7	13	14	-102	58	filt:	62	-65	63
1979	1	26	21	7	13	13	-89	51	filt:	60	-63	62
1979	2	5	21	7	13	10	-88	49	filt:	59	-62	61
1979	2	15	21	7	13	9	-90	50	filt:	58	-61	59
1979	2	25	21	7	13	-9	-99	45	filt:	57	-59	58
1979	3	7	21	7	13	-6	-98	46	filt:	55	-58	57
1979	3	17	21	7	13	0	-106	53	filt:	54	-57	56
1979	3	27	21	7	13	-6	-103	48	filt:	53	-56	54
1979	4	6	21	7	13	-4	-91	44	filt:	52	-54	53
1979	4	16	21	7	13	-3	-83	40	filt:	50	-53	52
1979	4	26	21	7	13	-2	-78	38	filt:	49	-52	50
1979	5	6	21	7	13	-1	-67	33	filt:	47	-51	49
1979	5	16	21	7	13	27	-63	45	filt:	46	-50	48
1979	5	26	21	7	13	37	-64	50	filt:	44	-48	46
1979	6	5	21	7	13	43	-55	49	filt:	43	-47	45
1979	6	15	21	7	13	58	-51	54	filt:	41	-46	44
1979	6	25	21	7	13	77	-47	62	filt:	40	-45	42
1979	7	5	21	7	13	82	-37	59	filt:	38	-43	41
1979	7	15	21	7	13	91	-29	60	filt:	36	-42	39
1979	7	25	21	7	13	99	-15	57	filt:	34	-41	38
1979	8	4	21	7	13	95	-17	56	filt:	32	-40	36
1979	8	14	21	7	13	82	-20	51	filt:	30	-38	34
1979	8	24	21	7	13	70	-21	45	filt:	28	-37	32
1979	9	3	21	7	13	70	14	28	filt:	26	-36	31
1979	9	13	21	7	13	66	1	33	filt:	23	-34	29
1979	9	23	21	7	13	68	1	33	filt:	21	-33	27
1979	10	3	21	7	13	69	-11	40	filt:	19	-31	25
1979	10	13	21	7	13	62	11	26	filt:	16	-30	23
1979	10	23	21	7	13	49	6	21	filt:	13	-28	21
1979	11	2	21	7	13	43	-2	23	filt:	10	-27	19
1979	11	12	21	7	13	46	19	13	filt:	8	-25	17
1979	11	22	21	7	13	18	9	4	filt:	5	-24	14
1979	12	2	21	7	13	-6	3	-5	filt:	2	-22	12
1979	12	12	21	7	13	-16	-2	-7	filt:	-1	-21	10
1979	12	22	21	7	13	-32	-1	-16	filt:	-4	-19	8
1980	1	1	21	7	13	-34	-17	-8	filt:	-8	-18	5
1980	1	11	21	7	13	-50	-33	-8	filt:	-11	-16	3
1980	1	21	21	7	13	-48	-37	-6	filt:	-14	-15	1
1980	1	31	21	7	13	-49	-42	-3	filt:	-17	-13	-2
1980	2	10	21	7	13	-36	-50	7	filt:	-20	-12	-4
1980	2	20	21	7	13	-42	-49	3	filt:	-23	-10	-6
1980	3	1	21	7	13	-68	-43	-12	filt:	-26	-9	-9
1980	3	11	21	7	13	-94	-46	-24	filt:	-29	-7	-11
1980	3	21	21	7	13	-81	-48	-17	filt:	-32	-6	-13
1980	3	31	21	7	13	-66	-41	-12	filt:	-35	-4	-15
1980	4	10	21	7	13	-44	-32	-6	filt:	-37	-2	-18
1980	4	20	21	7	13	-48	-25	-11	filt:	-40	0	-20
1980	4	30	21	7	13	-52	-26	-13	filt:	-42	1	-22
1980	5	10	21	7	13	-61	-26	-18	filt:	-44	3	-24
1980	5	20	21	7	13	-65	-20	-23	filt:	-46	5	-26
1980	5	30	21	7	13	-48	-8	-20	filt:	-48	7	-28
1980	6	9	21	7	13	-41	1	-21	filt:	-50	9	-29
1980	6	19	21	7	13	-41	12	-26	filt:	-51	11	-31
1980	6	29	21	7	13	-47	15	-31	filt:	-52	13	-33
1980	7	9	21	7	13	-27	23	-25	filt:	-54	15	-35
1980	7	19	21	7	13	-30	33	-32	filt:	-54	18	-36
1980	7	29	21	7	13	-39	38	-39	filt:	-55	20	-38
1980	8	8	21	7	13	-28	42	-35	filt:	-56	22	-39
1980	8	18	21	7	13	-22	43	-32	filt:	-56	24	-40
1980	8	28	21	7	13	-24	43	-33	filt:	-56	27	-42
1980	9	7	21	7	13	-48	51	-49	filt:	-56	29	-43
1980	9	17	21	7	13	-41	57	-49	filt:	-56	31	-44
1980	9	27	21	7	13	-53	63	-58	filt:	-56	34	-45
1980	10	7	21	7	13	-57	61	-59	filt:	-56	36	-46
1980	10	17	21	7	13	-69	51	-60	filt:	-55	38	-47
1980	10	27	21	7	13	-58	52	-55	filt:	-54	41	-48
1980	11	6	21	7	13	-67	58	-63	filt:	-54	43	-48
1980	11	16	21	7	13	-71	61	-66	filt:	-53	45	-49
1980	11	26	21	7	13	-76	57	-66	filt:	-52	47	-50
1980	12	6	21	7	13	-80	56	-68	filt:	-51	49	-50
1980	12	16	21	7	13	-76	55	-66	filt:	-50	51	-51
1980	12	26	21	7	13	-71	51	-61	filt:	-50	53	-51
1981	1	5	21	7	13	-62	48	-55	filt:	-49	54	-51
1981	1	15	21	7	13	-54	37	-46	filt:	-48	56	-52
1981	1	25	21	7	13	-40	32	-36	filt:	-47	57	-52
1981	2	4	21	7	13	-38	31	-35	filt:	-46	59	-52
1981	2	14	21	7	13	-34	35	-34	filt:	-45	60	-53
1981	2	24	21	7	13	-30	35	-32	filt:	-45	61	-53
1981	3	6	21	7	13	-26	30	-28	filt:	-44	62	-53
1981	3	16	21	7	13	-16	26	-21	filt:	-43	63	-53
1981	3	26	21	7	13	-21	57	-39	filt:	-43	63	-53
1981	4	5	21	7	13	-27	58	-43	filt:	-42	64	-53
1981	4	15	21	7	13	-21	59	-40	filt:	-42	65	-53
1981	4	25	21	7	13	-18	62	-40	filt:	-42	65	-53
1981	5	5	21	7	13	-19	70	-44	filt:	-41	65	-53
1981	5	15	21	7	13	-32	79	-55	filt:	-41	65	-53
1981	5	25	21	7	13	-30	88	-59	filt:	-41	65	-53
1981	6	4	21	7	13	-31	88	-60	filt:	-41	65	-53
1981	6	14	21	7	13	-32	97	-65	filt:	-41	65	-53
1981	6	24	21	7	13	-46	97	-72	filt:	-41	65	-53
1981	7	4	21	7	13	-51	95	-73	filt:	-41	64	-53
1981	7	14	21	7	13	-54	81	-67	filt:	-42	64	-53
1981	7	24	21	7	13	-53	73	-63	filt:	-42	63	-53
1981	8	3	21	7	13	-56	67	-61	filt:	-42	62	-52
1981	8	13	21	7	13	-61	60	-60	filt:	-43	62	-52
1981	8	23	21	7	13	-60	55	-58	filt:	-44	61	-52
1981	9	2	21	7	13	-49	51	-50	filt:	-44	60	-52
1981	9	12	21	7	13	-50	40	-45	filt:	-45	59	-52
1981	9	22	21	7	13	-56	39	-47	filt:	-46	59	-52
1981	10	2	21	7	13	-56	35	-45	filt:	-47	58	-52
1981	10	12	21	7	13	-50	36	-43	filt:	-47	57	-52
1981	10	22	21	7	13	-52	45	-48	filt:	-49	56	-52
1981	11	1	21	7	13	-65	52	-58	filt:	-50	55	-52
1981	11	11	21	7	13	-60	64	-62	filt:	-51	54	-53
1981	11	21	21	7	13	-57	52	-55	filt:	-52	54	-53
1981	12	1	21	7	13	-57	48	-52	filt:	-53	53	-53
1981	12	11	21	7	13	-62	55	-58	filt:	-55	52	-53
1981	12	21	21	7	13	-50	55	-53	filt:	-56	51	-54
1981	12	31	21	7	13	-63	67	-65	filt:	-57	51	-54
1982	1	10	21	7	13	-59	71	-65	filt:	-59	50	-54
1982	1	20	21	7	13	-54	52	-53	filt:	-60	49	-55
1982	1	30	21	7	13	-43	39	-41	filt:	-62	49	-55
1982	2	9	21	7	13	-41	35	-38	filt:	-63	48	-56
1982	2	19	21	7	13	-43	38	-40	filt:	-64	48	-56
1982	3	1	21	7	13	-43	36	-40	filt:	-66	47	-56
1982	3	11	21	7	13	-44	33	-39	filt:	-67	47	-57
1982	3	21	21	7	13	-39	27	-33	filt:	-68	47	-58
1982	3	31	21	7	13	-53	43	-48	filt:	-70	46	-58
1982	4	10	21	7	13	-63	69	-66	filt:	-71	46	-59
1982	4	20	21	7	13	-65	67	-66	filt:	-72	46	-59
1982	4	30	21	7	13	-69	67	-68	filt:	-73	46	-60
1982	5	10	21	7	13	-75	63	-69	filt:	-74	46	-60
1982	5	20	21	7	13	-80	61	-71	filt:	-75	47	-61
1982	5	30	21	7	13	-76	51	-64	filt:	-76	47	-62
1982	6	9	21	7	13	-86	51	-69	filt:	-77	47	-62
1982	6	19	21	7	13	-90	44	-67	filt:	-78	48	-63
1982	6	29	21	7	13	-91	37	-64	filt:	-79	48	-63
1982	7	9	21	7	13	-89	27	-58	filt:	-79	49	-64
1982	7	19	21	7	13	-87	29	-58	filt:	-80	49	-65
1982	7	29	21	7	13	-96	37	-66	filt:	-80	50	-65
1982	8	8	21	7	13	-95	33	-64	filt:	-81	51	-66
1982	8	18	21	7	13	-102	30	-66	filt:	-82	52	-67
1982	8	28	21	7	13	-102	31	-67	filt:	-82	52	-67
1982	9	7	21	7	13	-104	23	-64	filt:	-83	53	-68
1982	9	17	21	7	13	-105	37	-71	filt:	-83	54	-69
1982	9	27	21	7	13	-109	53	-81	filt:	-83	55	-69
1982	10	7	21	7	13	-111	57	-84	filt:	-84	56	-70
1982	10	17	21	7	13	-107	56	-82	filt:	-84	57	-71
1982	10	27	21	7	13	-112	59	-86	filt:	-85	58	-72
1982	11	6	21	7	13	-112	68	-90	filt:	-85	59	-72
1982	11	16	21	7	13	-117	71	-94	filt:	-86	60	-73
1982	11	26	21	7	13	-99	78	-89	filt:	-87	61	-74
1982	12	6	21	7	13	-89	98	-94	filt:	-87	63	-75
1982	12	16	21	7	13	-88	100	-94	filt:	-88	64	-76
1982	12	26	21	7	13	-74	88	-81	filt:	-88	65	-77
1983	1	5	21	7	13	-70	92	-81	filt:	-89	66	-77
1983	1	15	21	7	13	-59	98	-78	filt:	-90	67	-78
1983	1	25	21	7	13	-50	88	-69	filt:	-90	68	-79
1983	2	4	21	7	13	-63	85	-74	filt:	-91	69	-80
1983	2	14	21	7	13	-66	85	-75	filt:	-92	70	-81
1983	2	24	21	7	13	-85	89	-87	filt:	-92	71	-82
1983	3	6	21	7	13	-54	70	-62	filt:	-93	72	-83
1983	3	16	21	7	13	-40	60	-50	filt:	-94	73	-84
1983	3	26	21	7	13	-38	52	-45	filt:	-94	75	-84
1983	4	5	21	7	13	-40	52	-46	filt:	-95	76	-85
1983	4	15	21	7	13	-41	50	-45	filt:	-96	77	-86
1983	4	25	21	7	13	-50	54	-52	filt:	-96	78	-87
1983	5	5	21	7	13	-57	50	-54	filt:	-97	79	-88
1983	5	15	21	7	13	-82	90	-86	filt:	-98	81	-89
1983	5	25	21	7	13	-87	104	-95	filt:	-98	82	-90
1983	6	4	21	7	13	-102	110	-106	filt:	-99	83	-91
1983	6	14	21	7	13	-117	93	-105	filt:	-100	85	-92
1983	6	24	21	7	13	-122	96	-109	filt:	-100	86	-93
1983	7	4	21	7	13	-129	100	-114	filt:	-101	88	-94
1983	7	14	21	7	13	-130	103	-117	filt:	-102	89	-95
1983	7	24	21	7	13	-144	94	-119	filt:	-102	90	-96
1983	8	3	21	7	13	-143	86	-115	filt:	-103	92	-97
1983	8	13	21	7	13	-162	79	-120	filt:	-103	93	-98
1983	8	23	21	7	13	-153	74	-114	filt:	-104	95	-99
1983	9	2	21	7	13	-156	66	-111	filt:	-104	96	-100
1983	9	12	21	7	13	-151	63	-107	filt:	-105	97	-101
1983	9	22	21	7	13	-149	59	-104	filt:	-105	99	-102
1983	10	2	21	7	13	-137	71	-104	filt:	-106	100	-103
1983	10	12	21	7	13	-137	75	-106	filt:	-106	101	-104
1983	10	22	21	7	13	-133	86	-109	filt:	-107	103	-105
1983	11	1	21	7	13	-134	82	-108	filt:	-107	104	-106
1983	11	11	21	7	13	-117	98	-107	filt:	-108	105	-106
1983	11	21	21	7	13	-115	111	-113	filt:	-108	106	-107
1983	12	1	21	7	13	-117	120	-118	filt:	-108	108	-108
1983	12	11	21	7	13	-108	128	-118	filt:	-109	109	-109
1983	12	21	21	7	13	-77	124	-100	filt:	-109	110	-109
1983	12	31	21	7	13	-88	124	-106	filt:	-109	111	-110
1984	1	10	21	7	13	-84	126	-105	filt:	-110	112	-111
1984	1	20	21	7	13	-80	134	-107	filt:	-110	113	-111
1984	1	30	21	7	13	-70	139	-105	filt:	-110	114	-112
1984	2	9	21	7	13	-70	144	-107	filt:	-110	115	-113
1984	2	19	21	7	13	-65	144	-105	filt:	-110	116	-113
1984	2	29	21	7	13	-63	145	-104	filt:	-110	117	-114
1984	3	10	21	7	13	-69	141	-105	filt:	-110	118	-114
1984	3	20	21	7	13	-70	146	-108	filt:	-111	119	-115
1984	3	30	21	7	13	-71	144	-107	filt:	-111	120	-115
1984	4	9	21	7	13	-71	143	-107	filt:	-111	122	-116
1984	4	19	21	7	13	-86	136	-111	filt:	-111	123	-117
1984	4	29	21	7	13	-87	135	-111	filt:	-110	124	-117
1984	5	9	21	7	13	-87	129	-108	filt:	-110	125	-118
1984	5	19	21	7	13	-96	123	-109	filt:	-110	126	-118
1984	5	29	21	7	13	-107	118	-112	filt:	-110	127	-119
1984	6	8	21	7	13	-117	119	-118	filt:	-110	128	-119
1984	6	18	21	7	13	-116	117	-117	filt:	-110	129	-120
1984	6	28	21	7	13	-126	115	-120	filt:	-110	130	-120
1984	7	8	21	7	13	-138	123	-130	filt:	-110	131	-121
1984	7	18	21	7	13	-141	124	-132	filt:	-110	133	-121
1984	7	28	21	7	13	-141	120	-131	filt:	-110	134	-122
1984	8	7	21	7	13	-146	109	-127	filt:	-110	135	-122
1984	8	17	21	7	13	-148	102	-125	filt:	-110	136	-123
1984	8	27	21	7	13	-156	95	-126	filt:	-110	137	-123
1984	9	6	21	7	13	-156	93	-125	filt:	-110	138	-124
1984	9	16	21	7	13	-160	99	-130	filt:	-110	139	-124
1984	9	26	21	7	13	-156	109	-132	filt:	-110	140	-125
1984	10	6	21	7	13	-157	109	-133	filt:	-110	140	-125
1984	10	16	21	7	13	-132	117	-125	filt:	-110	141	-126
1984	10	26	21	7	13	-128	118	-123	filt:	-110	142	-126
1984	11	5	21	7	13	-124	128	-126	filt:	-110	143	-127
1984	11	15	21	7	13	-126	123	-124	filt:	-111	144	-127
1984	11	25	21	7	13	-119	139	-129	filt:	-111	144	-127
1984	12	5	21	7	13	-103	142	-123	filt:	-111	145	-128
1984	12	15	21	7	13	-97	152	-125	filt:	-111	145	-128
1984	12	25	21	7	13	-95	156	-125	filt:	-111	146	-129
1985	1	4	21	7	13	-94	163	-129	filt:	-111	146	-129
1985	1	14	21	7	13	-93	174	-133	filt:	-112	147	-129
1985	1	24	21	7	13	-80	188	-134	filt:	-112	147	-130
1985	2	3	21	7	13	-67	192	-130	filt:	-112	148	-130
1985	2	13	21	7	13	-61	188	-124	filt:	-112	148	-130
1985	2	23	21	7	13	-64	184	-124	filt:	-112	148	-130
1985	3	5	21	7	13	-66	184	-125	filt:	-112	148	-130
1985	3	15	21	7	13	-74	182	-128	filt:	-112	148	-130
1985	3	25	21	7	13	-70	178	-124	filt:	-112	149	-130
1985	4	4	21	7	13	-72	176	-124	filt:	-112	149	-131
1985	4	14	21	7	13	-81	181	-131	filt:	-112	149	-131
1985	4	24	21	7	13	-92	174	-133	filt:	-112	149	-131
1985	5	4	21	7	13	-94	171	-132	filt:	-112	149	-131
1985	5	14	21	7	13	-99	164	-132	filt:	-112	149	-131
1985	5	24	21	7	13	-107	166	-137	filt:	-112	149	-131
1985	6	3	21	7	13	-115	159	-137	filt:	-112	149	-131
1985	6	13	21	7	13	-120	154	-137	filt:	-112	149	-131
1985	6	23	21	7	13	-124	147	-136	filt:	-112	149	-131
1985	7	3	21	7	13	-133	139	-136	filt:	-112	149	-131
1985	7	13	21	7	13	-136	129	-133	filt:	-112	149	-131
1985	7	23	21	7	13	-142	122	-132	filt:	-112	149	-130
1985	8	2	21	7	13	-150	117	-133	filt:	-112	149	-130
1985	8	12	21	7	13	-154	107	-131	filt:	-112	149	-130
1985	8	22	21	7	13	-154	99	-127	filt:	-112	148	-130
1985	9	1	21	7	13	-161	96	-128	filt:	-112	148	-130
1985	9	11	21	7	13	-161	92	-126	filt:	-112	148	-130
1985	9	21	21	7	13	-156	96	-126	filt:	-112	148	-130
1985	10	1	21	7	13	-146	99	-123	filt:	-112	148	-130
1985	10	11	21	7	13	-153	103	-128	filt:	-112	147	-130
1985	10	21	21	7	13	-152	106	-129	filt:	-113	147	-130
1985	10	31	21	7	13	-142	110	-126	filt:	-113	147	-130
1985	11	10	21	7	13	-129	122	-126	filt:	-113	147	-130
1985	11	20	21	7	13	-122	128	-125	filt:	-113	146	-130
1985	11	30	21	7	13	-96	142	-119	filt:	-113	146	-130
1985	12	10	21	7	13	-94	154	-124	filt:	-113	146	-130
1985	12	20	21	7	13	-95	153	-124	filt:	-113	146	-129
1985	12	30	21	7	13	-86	173	-129	filt:	-113	145	-129
1986	1	9	21	7	13	-73	176	-125	filt:	-113	145	-129
1986	1	19	21	7	13	-70	182	-126	filt:	-114	145	-129
1986	1	29	21	7	13	-76	169	-123	filt:	-114	145	-129
1986	2	8	21	7	13	-85	176	-131	filt:	-114	144	-129
1986	2	18	21	7	13	-80	186	-133	filt:	-114	144	-129
1986	2	28	21	7	13	-79	192	-135	filt:	-114	144	-129
1986	3	10	21	7	13	-74	185	-129	filt:	-114	144	-129
1986	3	20	21	7	13	-77	184	-131	filt:	-114	144	-129
1986	3	30	21	7	13	-82	182	-132	filt:	-114	143	-129
1986	4	9	21	7	13	-89	183	-136	filt:	-114	143	-129
1986	4	19	21	7	13	-93	173	-133	filt:	-114	143	-129
1986	4	29	21	7	13	-94	174	-134	filt:	-114	143	-128
1986	5	9	21	7	13	-101	170	-135	filt:	-114	143	-128
1986	5	19	21	7	13	-107	169	-138	filt:	-114	143	-128
1986	5	29	21	7	13	-115	166	-140	filt:	-114	143	-128
1986	6	8	21	7	13	-124	152	-138	filt:	-114	143	-128
1986	6	18	21	7	13	-128	141	-135	filt:	-114	143	-128
1986	6	28	21	7	13	-133	128	-131	filt:	-114	143	-128
1986	7	8	21	7	13	-128	130	-129	filt:	-114	143	-128
1986	7	18	21	7	13	-137	120	-129	filt:	-114	142	-128
1986	7	28	21	7	13	-146	95	-120	filt:	-114	142	-128
1986	8	7	21	7	13	-143	91	-117	filt:	-114	142	-128
1986	8	17	21	7	13	-132	82	-107	filt:	-114	142	-128
1986	8	27	21	7	13	-133	83	-108	filt:	-114	142	-128
1986	9	6	21	7	13	-137	91	-114	filt:	-114	141	-128
1986	9	16	21	7	13	-147	95	-121	filt:	-114	141	-128
1986	9	26	21	7	13	-160	98	-129	filt:	-115	141	-128
1986	10	6	21	7	13	-153	99	-126	filt:	-115	140	-128
1986	10	16	21	7	13	-146	101	-124	filt:	-115	140	-127
1986	10	26	21	7	13	-133	107	-120	filt:	-115	139	-127
1986	11	5	21	7	13	-139	112	-125	filt:	-116	139	-127
1986	11	15	21	7	13	-136	120	-128	filt:	-116	138	-127
1986	11	25	21	7	13	-127	134	-131	filt:	-116	138	-127
1986	12	5	21	7	13	-123	137	-130	filt:	-116	137	-127
1986	12	15	21	7	13	-109	138	-124	filt:	-117	136	-126
1986	12	25	21	7	13	-102	146	-124	filt:	-117	136	-126
1987	1	4	21	7	13	-93	150	-122	filt:	-117	135	-126
1987	1	14	21	7	13	-98	157	-127	filt:	-117	134	-126
1987	1	24	21	7	13	-83	159	-121	filt:	-117	133	-125
1987	2	3	21	7	13	-77	167	-122	filt:	-117	133	-125
1987	2	13	21	7	13	-79	171	-125	filt:	-117	132	-125
1987	2	23	21	7	13	-80	171	-126	filt:	-117	131	-124
1987	3	5	21	7	13	-76	184	-130	filt:	-117	130	-124
1987	3	15	21	7	13	-83	184	-134	filt:	-117	130	-123
1987	3	25	21	7	13	-79	184	-132	filt:	-117	129	-123
1987	4	4	21	7	13	-88	169	-129	filt:	-117	128	-123
1987	4	14	21	7	13	-89	161	-125	filt:	-117	127	-122
1987	4	24	21	7	13	-98	159	-129	filt:	-117	127	-122
1987	5	4	21	7	13	-97	158	-128	filt:	-116	126	-121
1987	5	14	21	7	13	-102	159	-130	filt:	-116	125	-120
1987	5	24	21	7	13	-114	138	-126	filt:	-116	124	-120
1987	6	3	21	7	13	-118	134	-126	filt:	-115	123	-119
1987	6	13	21	7	13	-121	124	-122	filt:	-115	123	-119
1987	6	23	21	7	13	-127	125	-126	filt:	-114	122	-118
1987	7	3	21	7	13	-134	106	-120	filt:	-114	121	-117
1987	7	13	21	7	13	-138	100	-119	filt:	-114	120	-117
1987	7	23	21	7	13	-135	92	-114	filt:	-113	119	-116
1987	8	2	21	7	13	-144	74	-110	filt:	-113	118	-116
1987	8	12	21	7	13	-140	74	-107	filt:	-113	117	-115
1987	8	22	21	7	13	-138	75	-106	filt:	-112	116	-114
1987	9	1	21	7	13	-139	60	-99	filt:	-112	115	-114
1987	9	11	21	7	13	-144	55	-100	filt:	-112	114	-113
1987	9	21	21	7	13	-144	55	-99	filt:	-111	113	-112
1987	10	1	21	7	13	-143	60	-102	filt:	-111	112	-111
1987	10	11	21	7	13	-139	61	-100	filt:	-111	111	-111
1987	10	21	21	7	13	-142	56	-99	filt:	-110	110	-110
1987	10	31	21	7	13	-134	74	-104	filt:	-110	109	-109
1987	11	10	21	7	13	-131	76	-104	filt:	-110	107	-109
1987	11	20	21	7	13	-125	92	-109	filt:	-109	106	-108
1987	11	30	21	7	13	-119	86	-103	filt:	-109	105	-107
1987	12	10	21	7	13	-104	102	-103	filt:	-109	104	-106
1987	12	20	21	7	13	-92	91	-92	filt:	-108	103	-105
1987	12	30	21	7	13	-80	113	-97	filt:	-108	102	-105
1988	1	9	21	7	13	-62	146	-104	filt:	-107	101	-104
1988	1	19	21	7	13	-63	156	-110	filt:	-107	99	-103
1988	1	29	21	7	13	-69	152	-111	filt:	-106	98	-102
1988	2	8	21	7	13	-70	147	-109	filt:	-105	97	-101
1988	2	18	21	7	13	-66	143	-104	filt:	-104	96	-100
